Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
How many jerrycan (10L) are you allowed to get for your household in a day?,num_jerrycan_allowed,num_jerrycan_allowed,34.67,6,refugee,hh_situation,host,integer,Household
Do you or your household pay for water?,hh_water_payment,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
Do you or your household pay for water?,hh_water_payment,no,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Do you or your household pay for water?,hh_water_payment,dk,0.01,3,refugee,hh_situation,host,select_one,Household
Do you or your household pay for water?,hh_water_payment,no,0.92,184,refugee,hh_situation,host,select_one,Household
Do you or your household pay for water?,hh_water_payment,yes,0.06,13,refugee,hh_situation,host,select_one,Household
"If yes, how much on average do you spend on water, per month?",hh_water_payment_amount,hh_water_payment_amount,1007.85,13,refugee,hh_situation,host,integer,Household
"In the last 12 months, have you or a member of your household  felt unsafe when accessing a public water source?",felt_unsafe_when_accessing_public_water_source,no,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
"In the last 12 months, have you or a member of your household  felt unsafe when accessing a public water source?",felt_unsafe_when_accessing_public_water_source,no,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
"In the last 12 months, have you or a member of your household  felt unsafe when accessing a public water source?",felt_unsafe_when_accessing_public_water_source,no,0.95,189,refugee,hh_situation,host,select_one,Household
"In the last 12 months, have you or a member of your household  felt unsafe when accessing a public water source?",felt_unsafe_when_accessing_public_water_source,yes,0.06,11,refugee,hh_situation,host,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,somewhat_informed,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,somewhat_informed,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,dwta,0.01,3,refugee,hh_situation,host,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,not_informed,0.03,5,refugee,hh_situation,host,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,somewhat_informed,0.16,31,refugee,hh_situation,host,select_one,Household
How informed do you think you and the members of your household are about the availabilty water and services in your locality?,hh_informed_about_water_services_availability,well_informed,0.8,161,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_functionality_ws,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_quality_of_water,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_accessibilty_for_hh,0.36,72,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_accessibilty_for_idp,0.03,5,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_affordability_of_water,0.07,14,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_availability_of_water,0.38,77,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_functionality_ws,0.1,20,refugee,hh_situation,host,select_one,Household
What would be the first most important improvement needed in water service in the kebele?,wash_improvement_needed,improvement_in_quality_of_water,0.06,12,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_availability_of_water,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_functionality_ws,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_accessibilty_for_hh,0.14,27,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_accessibilty_for_idp,0.07,15,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_affordability_of_water,0.27,54,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_availability_of_water,0.29,58,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_functionality_ws,0.04,9,refugee,hh_situation,host,select_one,Household
What would be the second most important improvement needed in water service in the kebele?,wash_improvement_needed2,improvement_in_quality_of_water,0.18,37,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_functionality_ws,1,1,refugee,hh_situation,hh_host_idp,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_accessibilty_for_hh,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_accessibilty_for_hh,0.14,27,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_accessibilty_for_idp,0.03,6,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_affordability_of_water,0.12,25,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_availability_of_water,0.28,55,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_functionality_ws,0.1,19,refugee,hh_situation,host,select_one,Household
What would be the third most important improvement needed in water service in the kebele?,wash_improvement_needed3,improvement_in_quality_of_water,0.34,68,refugee,hh_situation,host,select_one,Household
Are any services currently operating from this facility (health post)?,operating_health_post,yes_partial_functional,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
Are any services currently operating from this facility (health post)?,operating_health_post,dwta,0.02,3,refugee,hh_situation,host,select_one,Household
Are any services currently operating from this facility (health post)?,operating_health_post,no,0.07,13,refugee,hh_situation,host,select_one,Household
Are any services currently operating from this facility (health post)?,operating_health_post,yes_full_functional,0.55,97,refugee,hh_situation,host,select_one,Household
Are any services currently operating from this facility (health post)?,operating_health_post,yes_partial_functional,0.36,63,refugee,hh_situation,host,select_one,Household
Where is this health facility located?,health_post_location,within_the_kebele,1,1,refugee,hh_situation,hh_host_returnee,select_one,Household
