Question,variable,choices/options,Results(mean/percentage),n_unweighted,population,subset_1_name,subset_1_val,select_type,level
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/risk_to_safety_when_travelling_to_health_service,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0.42,11,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_verbal_harrasment,0,0,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_kidnapped,0,0,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0.35,9,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_physical_violence,0,0,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0.04,1,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_threatened_violence,0,0,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0.35,9,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_day_due_to_sexual_violence,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0.19,5,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_verbal_harrasment,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0.04,1,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_kidnapped,0,0,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0.08,2,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_threatened_violence,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0.31,8,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_physical_violence,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0.23,6,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/area_where_service_located_unsafe_night_due_to_sexual_violence,0.17,1,refugee,hh_situation,idp,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/none,0,0,refugee,hh_situation,host,select_multiple,Household
"If yes, which risks?",safety_security_risks_yes,safety_security_risks_yes/none,0,0,refugee,hh_situation,idp,select_multiple,Household
"What are the top three barriers, if any, that children that are attending school face in the school?",school_barriers,school_barriers/unaffordable_school_fees,0.01,6,refugee,hh_situation,host,select_multiple,Household
"What are the top three barriers, if any, that children that are attending school face in the school?",school_barriers,school_barriers/unaffordable_school_fees,0.01,1,refugee,hh_situation,idp,select_multiple,Household
"What are the top three barriers, if any, that children that are attending school face in the school?",school_barriers,school_barriers/unaffordable_school_fees,0,0,refugee,hh_situation,returnee,select_multiple,Household
"What are the top three barriers, if any, that children that are attending school face in the school?",school_barriers,school_barriers/unaffordable_education_related_costs,0.26,141,refugee,hh_situation,host,select_multiple,Household
"What are the top three barriers, if any, that children that are attending school face in the school?",school_barriers,school_barriers/unaffordable_education_related_costs,0.49,42,refugee,hh_situation,idp,select_multiple,Household
